title,bgg_id,bgg_url,image_url,description,game_type,difficulty,play_time,min_players,max_players,suggested_age,publisher,mechanics,location_room,location_shelf,location_misc,sleeved,upgraded_components,crowdfunded,inserts,is_for_sale,sale_price,sale_condition,is_expansion,parent_game,in_base_game_box,is_coming_soon,rating
"Heroscape Expansion Set: Raknar's Vision","","https://boardgamegeek.com/boardgame/22357/heroscape-expansion-set-raknars-vision","https://cf.geekdo-images.com/nSg3WRTfH_Iapo-xJY3bTQ__opengraph/img/pzrNe8VE2JAm296NHMreSIktCWU=/0x0:492x258/fit-in/1200x630/filters:strip_icc()/pic238479.jpg","Heroscape Expansion Set: Raknar's Vision introduces formidable new units and tactical depth to the epic Heroscape battlescape. This set adds towering dragons, powerful heroes, and specialized squads, drastically altering combat with unique abilities. It's an essential addition for expanding armies and exploring fresh tactical challenges on customizable 3D terrain.

## Quick Gameplay Overview
- **Goal:** Eliminate all opposing figures or achieve scenario-specific objectives.
- **Each Round:**
    - **Place Order Markers:** Secretly place numbered order markers on your Army Cards.
    - **Roll Initiative:** Determine who goes first each round.
    - **Activate Units:** Reveal an order marker and activate the corresponding unit.
        - **Move:** Move figures up to their movement allowance.
        - **Attack:** Attack an enemy figure within range and line of sight.
    - **Use Special Abilities:** Utilize unique powers of activated figures.
- **Winner:** The player who achieves the scenario's victory conditions.","Miniatures","3 - Medium","60+ Minutes","2","4","8+","Hasbro","Dice Rolling;Modular Board;Variable Player Powers","","","","","","","","","","","true","Heroscape Master Set: Rise of the Valkyrie","","",""
"Heroscape Master Set: Rise of the Valkyrie","","https://boardgamegeek.com/boardgame/11170/heroscape-master-set-rise-of-the-valkyrie","https://cf.geekdo-images.com/NexswDpzGPW3YGguz9Uhcg__opengraph/img/iTqDTqo9AvALMnqDguYhGlCWC2E=/fit-in/1200x630/filters:strip_icc()/pic244662.jpg","Heroscape Master Set: Rise of the Valkyrie is a tactical miniature skirmish game where players command diverse armies from different times and realms. Its innovative interlocking hex-tile system creates highly customizable 3D battlegrounds that significantly impact gameplay.

## Quick Gameplay Overview
- **Goal:** Eliminate all opposing figures or achieve scenario-specific objectives.
- **Each Round:**
  - **Place Order Markers:** Secretly place markers on army cards to plan unit activations.
  - **Determine Initiative:** Roll a 20-sided die to decide who goes first.
  - **Activate Units:** Reveal lowest marker and activate unit(s)
    - **Move:** Move figures considering terrain height and movement costs.
    - **Attack:** Roll attack dice; defender rolls defense dice to block hits.
  - **Use Special Abilities:** Utilize unique abilities of activated figures.
- **End Game:** Occurs when one player meets the scenario's victory conditions.
- **Winner:** The player who completes the objective or eliminates all enemies.

This edition features an intuitive ruleset and modular components for endless battle possibilities.","Miniatures","2 - Medium Light","60+ Minutes","2","4","8+","Hasbro","Dice Rolling;Modular Board;Variable Player Powers","","","","","","","","","","","","","","",""
"Hi Ho! Cherry-O","","https://boardgamegeek.com/boardgame/6932/hi-ho-cherry-o","https://cf.geekdo-images.com/J7-0T4wVEWpagaf-g1DvrA__opengraph/img/Rh1a7QkVYr7hUDWZZNofovTeXS8=/0x0:900x473/fit-in/1200x630/filters:strip_icc()/pic171009.jpg","Hi Ho! Cherry-O is a classic children's game that combines simple counting with tactile play. Players race to fill their baskets with fruit, making it an ideal introduction to board games for young learners, promoting basic arithmetic skills.

## Quick Gameplay Overview
- **Goal:** Be the first to collect 10 fruit pieces in your basket.
- **On Your Turn:**
    - **Spin:** Spin the spinner.
    - **Collect:** If numbers 1-4, take that many fruits from the tree to your basket.
    - **Lose:** If Bird or Dog, return two fruits from your basket to the tree.
    - **Spill:** If Spilled Basket, return all fruits from your basket to the tree.
- **Winner:** The first player to collect 10 fruit pieces.","Board Game","1 - Light","0-15 Minutes","2","4","3+","Hasbro","Children's Game;Spinner","","","","","","","","","","","","","","",""
"Honey Buzz","","https://boardgamegeek.com/boardgame/284742/honey-buzz","https://cf.geekdo-images.com/q3KbDdmiSkvKucANAdOU1g__opengraph/img/kMR16_zWzDbfCH61SooZ6ysFhL8=/0x0:1000x525/fit-in/1200x630/filters:strip_icc()/pic5608344.jpg","Honey Buzz is an enchanting worker-placement game where players expand beehives and manage colonies to produce and sell honey. Bees have discovered economics, transforming their instincts into a bustling business.

## Quick Gameplay Overview
- **Goal:** Earn the most victory points by selling honey, fulfilling orders, and collecting nectar sets.
- **On Your Turn:**
  - **Place a Bee:** Place a bee worker on an empty action space on your hive or main board.
  - **Perform Action:** Activate the space to — Forage Nectar, Produce Honey, Sell Honey, Expand Hive, Recruit Bees, Attend Market, or fulfill Queen's Wish.
  - **Trigger Combos:** Clever tile placement can chain multiple actions.
- **Winner:** The player with the most victory points wins.

This charming edition features strategic worker placement, tile-laying, and resource management with intuitive rules.","Board Game","3 - Medium","45-60 Minutes","1","4","10+","Elf Creek Games","Worker Placement;Tile Placement;Set Collection;Pattern Building;Market;Modular Board","","","","","","","","","","","","","","",""
"Hues and Cues","","https://boardgamegeek.com/boardgame/302520/hues-and-cues","https://cf.geekdo-images.com/jdR8WW75HkaoHGMTCIx9lA__opengraph/img/NajbrVlj1oHqoDU5oTFl31buNgs=/0x181:1000x706/fit-in/1200x630/filters:strip_icc()/pic5390676.jpg","Hues and Cues is a vibrant party game challenging players to connect colors with words on a massive board of 480 hues. It's a delightful mix of deduction and creativity, perfect for testing perception and communication.

## Quick Gameplay Overview

*   **Goal:** Score the most points by accurately guessing hues and by giving clues that lead others to your chosen hue.
*   **On Your Turn:**
    *   **Choose Hue:** Secretly select one of two colors from a drawn card.
    *   **Give Clue 1:** Provide a single-word clue (no color names).
    *   **Guess 1:** Other players place meeples on matching hues.
    *   **Give Clue 2:** Give a two-word clue; players may move or add a second meeple.
*   **Winner:** The player with the highest score after a set number of rounds wins.

This edition features a large game board with 480 distinct color squares for an immersive experience.","Party Game","1 - Light","30-45 Minutes","3","10","8+","The Op Games","Deduction;Communication Limits","","","","","","","","","","","","","","",""
"ID: The Identity Game","","https://boardgamegeek.com/boardgame/7515/id-the-identity-game","https://cf.geekdo-images.com/Yb5coa0cCt9_AIM66_SI8Q__opengraph/img/22GEHwXJBmRwM-fUNFwPbc9u0uk=/0x21:400x231/fit-in/1200x630/filters:strip_icc()/pic100013.jpg","ID: The Identity Game is a classic party game from 1988 where players adopt secret famous identities and answer questions in character. It blends trivia, role-playing, and social deduction for engaging, humorous fun.

## Quick Gameplay Overview

- **Goal:** Get others to guess your secret identity by answering questions in character, and guess other players' identities.
- **On Your Turn:**
    - **Pick Identity:** Secretly draw a famous personality card (e.g., Julius Caesar).
    - **Announce Category:** Declare your personality's general category (e.g., ""Political Leader"").
    - **Answer Questions:** Respond to Question Cards truthfully, but as your secret identity, providing clues (e.g., ""A toga"" if asked about clothing for Caesar).
- **Winner:** The player with the most points after a set number of rounds wins.

This vintage game comes with plastic chips, likely for tracking points.","Party Game","2 - Medium Light","60+ Minutes","3","6","10+","Milton Bradley","Acting;Cooperative Game","","","","","","","","","","","","","","",""
"Imaginiff","","https://boardgamegeek.com/boardgame/2750/imaginiff","https://cf.geekdo-images.com/wfhigRDClr2BkJJb5_CB9w__opengraph/img/ambsiJ3SsoHZbpGuehoOdZkwQPo=/0x616:3509x2458/fit-in/1200x630/filters:strip_icc()/pic212910.jpg","Imaginiff is a lively party game exploring how well players perceive each other's personalities. It's a fantastic icebreaker, leading to hilarious and surprising revelations about friends and acquaintances.

## Quick Gameplay Overview

*   **Goal:** Correctly guess how other players would answer a prompt about someone else.
*   **Each Round:**
    *   A ""What if..."" question is read aloud.
    *   Each player secretly writes an answer for *another player*.
    *   All answers are revealed and read aloud.
    *   Players vote on which answer they think the *majority* chose for that player.
*   **Winner:** The player with the most points wins, showing the most insight into others.

This edition of Imaginiff emphasizes engaging social interactions and encourages creative thinking among players.","Party Game","2 - Medium Light","30-45 Minutes","3","8","12+","Buffalo Games","Voting","","","","","","","","","","","","","","",""
"Intelliwar: Accession To The Throne","","https://boardgamegeek.com/boardgame/444063/intelliwar-accession-to-the-throne","https://cf.geekdo-images.com/-dC8LteM9e3Sdd7Me9-dfA__opengraph/img/Yka9uaFkthAifyXi9p-xW9jA2GM=/0x0:850x446/fit-in/1200x630/filters:strip_icc()/pic9245849.png","**Intelliwar: Accession To The Throne** is a tactical combat game where players vie for control of the Silver Throne by skillfully deploying and upgrading unique units. This intense struggle combines strategic movement with special abilities to outmaneuver opponents and claim victory.

## Quick Gameplay Overview
-   **Goal:** Eliminate the enemy Prince or all other enemy units.
-   **On Your Turn:**
    -   **Draft:** Draft unique units at the start of the game.
    -   **Activate:** Place activation tokens on two different unit cards.
    -   **Act:** Each activated unit performs up to two actions—Move, Attack, or Use Special Ability.
-   **Winner:** The player who eliminates the enemy Prince or all enemy units except their Prince.

This edition offers deep strategic planning and high replayability through its unique unit drafting system.","Board Game","1 - Light","30-45 Minutes","2","4","14+","Remarkable Games","Grid Movement;Open Drafting;Team-Based Game","","","","","","","","","","","","","","true",""
"Kalah","","https://boardgamegeek.com/boardgame/2448/kalah","https://cf.geekdo-images.com/Rvu1UIrmRwpfA3TPB8gMQg__opengraph/img/tOXhMPuy4VflfWDKXMAIPWYl85M=/fit-in/1200x630/filters:strip_icc()/pic302117.jpg","Kalah, or Mancala, is an ancient abstract strategy game where players strategically sow and capture ""seeds"" across a board. This captivating two-player game offers deep tactical depth within simple rules, blending foresight and quick decision-making.

## Quick Gameplay Overview
- **Goal:** Capture more seeds than your opponent.
- **On Your Turn:**
  - **Select a Pit:** Choose one of your non-empty pits.
  - **Sow Seeds:** Distribute all seeds from the chosen pit counter-clockwise into subsequent pits.
  - **Extra Turn:** If the last seed lands in your Kalah, take another turn.
  - **Capture:** If the last seed lands in an empty pit on your side, and the opposite pit has seeds, capture all those seeds and your last seed into your Kalah.
- **End Game:** Game ends when all six pits on one player's side are empty.
- **Winner:** The player with the most seeds in their Kalah after all remaining seeds are collected.

Kalah offers a timeless and elegant gaming experience, appreciated by those who enjoy pure abstract strategy.","Board Game","2 - Medium Light","15-30 Minutes","2","2","5+","(Public Domain)","Mancala","","","","","","","","","","","","","","",""
"Knitting Circle","","https://boardgamegeek.com/boardgame/421606/knitting-circle","https://cf.geekdo-images.com/fJglCnZK6DH1w_14FMCWjg__opengraph/img/QqdHizEuoRd42IoXnm2FKVieTF4=/0x0:1415x743/fit-in/1200x630/filters:strip_icc()/pic8426961.jpg","Knitting Circle is a cozy tile-laying game where players knit garments and collect buttons, all while managing a mischievous cat. This charming game blends strategic planning with pattern matching for a relaxing yet engaging experience.

## Quick Gameplay Overview
- **Goal:** Score the most points by completing garments with specific yarn patterns and collecting buttons.
- **On Your Turn:**
    - **Draft a Yarn Tile:** Choose from available yarn tiles.
    - **Place the Yarn Tile:** Add it to your knitting board, connecting it to existing tiles.
    - **Perform Cat Actions (Optional):** Interact with your cat for advantages or challenges.
    - **Complete Garments:** Score points when patterns or color combinations are formed.
- **Winner:** The player with the highest total points at the end of the game wins.","Board Game","2 - Medium Light","30-45 Minutes","1","4","10+","Flatout Games","Chaining","","","","","","","","","","","","","","",""
"Kraken","","https://boardgamegeek.com/boardgame/450631/kraken","https://cf.geekdo-images.com/FGuXJFMm7ssTCoLihKFYYw__opengraph/img/LFYOkFEbjBZAbWYnHmAdnt21y8M=/0x0:4096x2150/fit-in/1200x630/filters:strip_icc()/pic9000587.jpg","Kraken is a thrilling game of deception and strategy where pirates pursue secret goals or hunt the legendary Kraken. Variable player powers ensure deep replayability in this unique adventure.

## Quick Gameplay Overview

*   **Goal:** Secretly align as Fishing Pirates (set collection) or Kraken Hunters (capture Kraken).
*   **On Your Turn:**
    *   **Play a Card:** Fish, sabotage, or advance hidden agendas.
    *   **Activate Abilities:** Use card or player powers for special effects.
    *   **Resolve Effects:** Collect sets, hinder foes, or progress Kraken hunt.
*   **Winner:** Achieves their secret victory condition.","Card Game","2 - Medium Light","15-30 Minutes","2","8","8+","Studio Agrume","Hand Management;Hidden Roles;Set Collection;Take That;Variable Player Powers","","","","","","","","","","","","","","true",""
